likes,retweets,pos_score,neg_score,vn_lable,n_lable,nu_lable,p_lable,vp_lable,followers,followings,verifies,ratings
2,1,0.34,0.66,0.29,0.29,0.43,0.0,0.0,1417,574,0.0,0
135,24,0.48,0.52,0.24,0.2,0.2,0.16,0.2,27192,1647,0.072,0
3,3,0.27,0.73,0.6,0.15,0.1,0.08,0.08,1893,2642,0.0,0
5,2,0.61,0.39,0.16,0.14,0.14,0.24,0.32,5972,1081,0.011,0
256,77,0.4,0.6,0.21,0.24,0.4,0.11,0.05,28209,4061,0.071,0
1379,297,0.25,0.75,0.51,0.26,0.17,0.03,0.03,195219,1163,0.025,0
1389,181,0.41,0.59,0.29,0.18,0.29,0.12,0.11,13951,3855,0.029,0
13,1,0.33,0.67,0.31,0.38,0.16,0.13,0.02,21823,1108,0.077,1
25,5,0.47,0.53,0.22,0.23,0.18,0.22,0.14,40941,1509,0.022,1
19,4,0.35,0.65,0.37,0.28,0.16,0.07,0.13,1668,1080,0.0,0
54,13,0.55,0.45,0.15,0.16,0.27,0.2,0.21,53411,4328,0.047,0
25,2,0.61,0.39,0.1,0.19,0.18,0.23,0.31,20624,808,0.01,0
14,8,0.34,0.66,0.34,0.31,0.21,0.1,0.04,6959,4325,0.06,0
6,1,0.35,0.65,0.4,0.24,0.17,0.08,0.11,1794,963,0.0,0
8,2,0.36,0.64,0.33,0.31,0.17,0.13,0.06,29691,1296,0.04,1
5,2,0.62,0.38,0.08,0.19,0.25,0.12,0.36,4707,568,0.03,0
52,7,0.47,0.53,0.29,0.16,0.16,0.23,0.16,4562,1064,0.022,0
3,0,0.43,0.57,0.27,0.22,0.22,0.15,0.15,4055,1311,0.032,0
143,39,0.33,0.67,0.31,0.41,0.12,0.09,0.07,19177,1687,0.074,0
17,2,0.46,0.54,0.23,0.23,0.24,0.14,0.17,6029,1034,0.022,0
502,148,0.53,0.47,0.15,0.11,0.13,0.52,0.11,8024,1952,0.028,0
285,67,0.18,0.82,0.66,0.18,0.11,0.03,0.02,37478,2140,0.026,0
2214,550,0.31,0.69,0.42,0.26,0.2,0.04,0.08,1836,871,0.034,0
0,0,0.59,0.41,0.22,0.04,0.17,0.25,0.31,2558,778,0.0,0
42,13,0.35,0.65,0.32,0.35,0.16,0.07,0.1,14989,1431,0.05,0
5,1,0.54,0.46,0.14,0.2,0.25,0.2,0.22,31552,1270,0.057,0
2,0,0.33,0.67,0.45,0.25,0.09,0.09,0.11,1752,1048,0.0,0
27,7,0.47,0.53,0.18,0.3,0.17,0.19,0.16,25120,6771,0.096,0
2,1,0.52,0.48,0.19,0.13,0.3,0.22,0.17,6988,2260,0.081,0
134,47,0.34,0.66,0.47,0.25,0.03,0.14,0.11,11628,1321,0.036,0
1073,100,0.37,0.63,0.32,0.24,0.26,0.08,0.11,13304,3015,0.01,0
4,0,0.28,0.72,0.5,0.23,0.13,0.1,0.05,6796,1276,0.02,0
0,0,0.71,0.29,0.01,0.0,0.02,0.97,0.0,952,3845,0.0,0
11,1,0.41,0.59,0.26,0.25,0.24,0.13,0.12,1929,1419,0.0,0
70,4,0.45,0.55,0.17,0.33,0.33,0.08,0.08,13170,1493,0.375,0
24,3,0.38,0.62,0.31,0.24,0.26,0.08,0.11,112798,1108,0.042,0
366,98,0.3,0.7,0.33,0.4,0.22,0.05,0.0,29829,3254,0.043,0
343,66,0.41,0.59,0.27,0.29,0.18,0.14,0.12,23206,2264,0.103,0
25,9,0.42,0.58,0.25,0.27,0.27,0.08,0.13,40129,2657,0.09,0
11,2,0.54,0.46,0.16,0.19,0.23,0.14,0.28,5189,789,0.031,0
4,2,0.46,0.54,0.21,0.24,0.24,0.19,0.14,9300,1731,0.107,0
380,30,0.43,0.57,0.26,0.2,0.24,0.17,0.12,37193,2395,0.06,0
8,2,0.42,0.58,0.3,0.24,0.2,0.17,0.1,4381,1288,0.027,0
183,20,0.48,0.52,0.22,0.18,0.21,0.26,0.12,31899,15802,0.058,0
25,8,0.4,0.6,0.3,0.25,0.2,0.13,0.12,31013,1115,0.041,0
68,10,0.34,0.66,0.35,0.25,0.28,0.05,0.07,23173,907,0.041,0
6,2,0.24,0.76,0.27,0.67,0.04,0.01,0.01,24081,410,0.009,0
582,150,0.44,0.56,0.16,0.32,0.25,0.13,0.13,76047,1511,0.062,0
3,3,0.64,0.36,0.12,0.12,0.12,0.25,0.38,3158,322,0.143,0
43,17,0.32,0.68,0.42,0.26,0.18,0.13,0.01,114557,1789,0.051,0
89,12,0.54,0.46,0.2,0.16,0.16,0.25,0.24,5516,948,0.0,0
12,3,0.43,0.57,0.15,0.37,0.24,0.19,0.06,104046,4657,0.227,0
2,0,0.42,0.58,0.24,0.26,0.2,0.22,0.07,1297,781,0.0,0
2,0,0.44,0.56,0.21,0.23,0.35,0.16,0.06,8881,1160,0.143,0
123,45,0.46,0.54,0.17,0.29,0.19,0.23,0.12,9469,2009,0.041,0
121,21,0.41,0.59,0.23,0.35,0.18,0.1,0.15,17502,5907,0.075,0
128,42,0.38,0.62,0.32,0.25,0.25,0.12,0.06,4878,2285,0.011,0
1,0,0.51,0.49,0.17,0.22,0.19,0.24,0.18,1422,652,0.041,0
326,42,0.37,0.63,0.29,0.31,0.22,0.11,0.07,60341,804,0.043,0
16,1,0.33,0.67,0.41,0.22,0.2,0.12,0.06,4128,1341,0.041,0
1050,477,0.54,0.46,0.23,0.1,0.12,0.43,0.11,7001,1354,0.056,0
1,0,0.36,0.64,0.37,0.26,0.19,0.1,0.08,5962,3958,0.013,0
32,4,0.43,0.57,0.23,0.26,0.26,0.16,0.1,14569,927,0.022,0
9,3,0.37,0.63,0.32,0.27,0.18,0.14,0.08,2680,1515,0.011,0
6,1,0.36,0.64,0.38,0.2,0.21,0.14,0.08,4418,1872,0.047,0
16,4,0.33,0.67,0.31,0.37,0.19,0.11,0.03,4563,1284,0.011,0
4,1,0.37,0.63,0.35,0.21,0.25,0.08,0.11,4237,1515,0.009,0
68,11,0.67,0.33,0.12,0.11,0.17,0.14,0.47,4418,1150,0.046,0
18,2,0.4,0.6,0.31,0.23,0.24,0.13,0.09,184208,3407,0.063,0
11,2,0.41,0.59,0.33,0.22,0.22,0.09,0.15,27078,1554,0.089,0
12,9,0.44,0.56,0.23,0.22,0.24,0.13,0.17,854191,1395,0.05,0
942,317,0.42,0.58,0.3,0.22,0.16,0.17,0.14,41126,1385,0.059,0
68,9,0.41,0.59,0.27,0.27,0.22,0.15,0.09,16391,1004,0.044,0
9,1,0.51,0.49,0.13,0.21,0.23,0.32,0.11,3387,1783,0.0,0
331,190,0.39,0.61,0.25,0.33,0.24,0.07,0.1,158748,1595,0.107,0
1633,198,0.4,0.6,0.33,0.22,0.2,0.15,0.1,21303,1185,0.087,0
3,0,0.37,0.63,0.36,0.22,0.23,0.09,0.1,9287,3496,0.014,0
18,4,0.3,0.7,0.38,0.38,0.06,0.19,0.0,12436,611,0.125,0
157,54,0.29,0.71,0.41,0.34,0.16,0.06,0.03,133572,1601,0.057,0
14,4,0.51,0.49,0.22,0.19,0.2,0.15,0.24,10832,1751,0.024,0
15,2,0.43,0.57,0.19,0.35,0.08,0.35,0.04,92237,1116,0.045,0
1,0,0.35,0.65,0.3,0.35,0.19,0.08,0.08,17308,3441,0.033,0
215,29,0.32,0.68,0.43,0.25,0.19,0.08,0.06,34274,1127,0.066,0
2,1,0.28,0.72,0.6,0.09,0.15,0.08,0.08,148991,2129,0.141,0
3,1,0.41,0.59,0.24,0.33,0.17,0.14,0.12,70802,1678,0.087,0
52,14,0.45,0.55,0.24,0.27,0.15,0.19,0.15,13625,2176,0.024,0
9,2,0.65,0.35,0.04,0.17,0.14,0.35,0.3,2662,1036,0.029,0
245,58,0.41,0.59,0.24,0.25,0.26,0.16,0.09,30130,4970,0.128,0
4,2,0.47,0.53,0.25,0.21,0.16,0.2,0.2,8533,8393,0.0,0
13,4,0.51,0.49,0.2,0.18,0.25,0.19,0.19,250471,1540,0.219,0
14,6,0.55,0.45,0.2,0.1,0.24,0.27,0.19,93354,2203,0.1,0
39,9,0.47,0.53,0.21,0.23,0.24,0.18,0.14,21859,868,0.098,0
237,38,0.34,0.66,0.44,0.21,0.14,0.11,0.1,280567,1373,0.064,0
395,66,0.41,0.59,0.26,0.28,0.19,0.16,0.11,71453,3822,0.097,0
228,91,0.43,0.57,0.22,0.27,0.29,0.1,0.12,11142,1124,0.014,0
753,68,0.52,0.48,0.25,0.15,0.14,0.26,0.21,2072,1697,0.03,0
6,0,0.5,0.5,0.17,0.25,0.22,0.14,0.23,13707,904,0.033,0
655,61,0.43,0.57,0.2,0.28,0.32,0.16,0.04,2047,640,0.0,0
1,1,0.5,0.5,0.23,0.27,0.11,0.12,0.27,4268,2439,0.0,0
102,11,0.4,0.6,0.33,0.25,0.13,0.17,0.12,15087,1493,0.038,0
206,52,0.37,0.63,0.39,0.19,0.17,0.15,0.11,39208,1472,0.037,0
2,1,0.44,0.56,0.12,0.38,0.25,0.12,0.12,2597,974,0.0,0
171,19,0.35,0.65,0.31,0.26,0.26,0.11,0.05,3784,3068,0.028,0
603,207,0.54,0.46,0.26,0.14,0.11,0.17,0.31,12811,1469,0.046,0
12,4,0.39,0.61,0.29,0.27,0.24,0.1,0.1,6703,1220,0.043,0
64,8,0.4,0.6,0.31,0.25,0.2,0.13,0.11,49525,3022,0.07,0
503,173,0.43,0.57,0.3,0.2,0.22,0.12,0.16,7139,1681,0.019,0
932,575,0.57,0.43,0.17,0.18,0.18,0.12,0.36,2408,2153,0.014,1
11,1,0.24,0.76,0.54,0.19,0.17,0.06,0.03,27214,1442,0.011,1
230,22,0.37,0.63,0.31,0.22,0.32,0.09,0.05,2906,1674,0.0,0
23,3,0.48,0.52,0.17,0.26,0.23,0.21,0.12,12053,3032,0.06,0
31,46,0.43,0.57,0.23,0.23,0.3,0.17,0.07,215005,1158,0.041,0
28,5,0.37,0.63,0.35,0.24,0.18,0.18,0.06,7481,934,0.0,0
78,15,0.32,0.68,0.38,0.32,0.16,0.1,0.04,3332,1265,0.019,0
1465,232,0.37,0.63,0.35,0.21,0.25,0.13,0.06,4795,2215,0.029,0
478,58,0.31,0.69,0.44,0.22,0.24,0.04,0.07,10771,2371,0.072,0
10400,2900,0.34,0.66,0.45,0.19,0.16,0.08,0.12,451229,955,0.048,0
4,1,0.43,0.57,0.23,0.33,0.18,0.12,0.15,98885,3162,0.159,0
7,1,0.33,0.67,0.34,0.33,0.19,0.09,0.05,18167,2968,0.071,0
1604,198,0.48,0.52,0.21,0.22,0.23,0.15,0.18,12265,771,0.011,0
15,3,0.35,0.65,0.35,0.3,0.13,0.21,0.01,24802,2897,0.104,0
18,2,0.5,0.5,0.15,0.22,0.31,0.19,0.14,6852,1593,0.107,0
1,0,0.36,0.64,0.38,0.23,0.18,0.13,0.09,5326,1903,0.032,0
177,58,0.38,0.62,0.36,0.18,0.28,0.06,0.12,39686,1470,0.032,0
160,57,0.53,0.47,0.21,0.21,0.15,0.23,0.21,13353,737,0.024,0
9,2,0.36,0.64,0.31,0.35,0.15,0.08,0.12,13921,754,0.0,0
2,1,0.37,0.63,0.36,0.21,0.23,0.15,0.06,5646,2234,0.088,0
29,15,0.36,0.64,0.28,0.39,0.15,0.11,0.07,6057,1476,0.014,0
28,2,0.35,0.65,0.36,0.25,0.24,0.05,0.1,4731,2639,0.021,0
6,4,0.39,0.61,0.29,0.26,0.28,0.13,0.05,4917,2513,0.027,0
567,155,0.43,0.57,0.31,0.23,0.15,0.12,0.19,12929,1184,0.022,0
26,3,0.37,0.63,0.32,0.26,0.24,0.14,0.05,2643,1095,0.024,0
156,57,0.27,0.72,0.47,0.28,0.19,0.03,0.04,22794,2741,0.057,0
12,2,0.42,0.58,0.26,0.23,0.23,0.21,0.06,8252,1868,0.043,0
560,335,0.26,0.74,0.51,0.25,0.14,0.08,0.02,24046,2680,0.051,0
28,10,0.39,0.61,0.3,0.24,0.21,0.15,0.1,5455,3369,0.011,0
146,26,0.47,0.53,0.27,0.16,0.22,0.17,0.17,104827,3473,0.094,0
125,25,0.39,0.61,0.32,0.3,0.13,0.16,0.08,7784,1827,0.032,0
534,137,0.51,0.49,0.14,0.21,0.3,0.19,0.17,16404,1032,0.063,0
368,142,0.37,0.63,0.31,0.28,0.27,0.07,0.08,48773,875,0.032,0
1,0,0.58,0.42,0.15,0.17,0.18,0.18,0.31,49910,2619,0.09,0
3164,421,0.27,0.73,0.53,0.17,0.16,0.07,0.07,113770,977,0.037,0
21,2,0.64,0.36,0.09,0.12,0.12,0.4,0.28,81248,1792,0.074,1
4,2,0.27,0.73,0.45,0.28,0.17,0.08,0.01,1191,1105,0.0,0
278,118,0.39,0.61,0.35,0.2,0.21,0.13,0.12,6524,962,0.05,0
511,59,0.37,0.63,0.34,0.23,0.24,0.13,0.06,13603,3889,0.029,0
48,15,0.22,0.78,0.55,0.32,0.1,0.02,0.01,3323,2482,0.013,0
38,26,0.37,0.63,0.26,0.36,0.22,0.09,0.07,16599,1525,0.031,0
406,103,0.32,0.68,0.43,0.21,0.21,0.11,0.05,32862,2924,0.078,0
2,0,0.33,0.67,0.36,0.29,0.22,0.06,0.06,8330,2264,0.058,0
12,2,0.36,0.64,0.36,0.23,0.23,0.09,0.09,12543,1047,0.062,0
47,9,0.38,0.62,0.32,0.25,0.21,0.14,0.07,192425,1078,0.126,0
140,45,0.46,0.54,0.24,0.23,0.21,0.16,0.16,6332,1353,0.04,0
678,137,0.46,0.54,0.25,0.23,0.17,0.2,0.15,28509,1274,0.094,0
91,16,0.55,0.45,0.15,0.24,0.13,0.2,0.28,27100,1335,0.02,0
1,0,0.46,0.54,0.28,0.17,0.15,0.24,0.16,1341,692,0.013,0
556,181,0.48,0.52,0.24,0.2,0.23,0.15,0.2,2780,2001,0.048,0
28,6,0.24,0.76,0.5,0.3,0.14,0.04,0.02,4976,1367,0.055,0
112,50,0.39,0.61,0.33,0.24,0.17,0.15,0.11,175054,1051,0.04,0
3,1,0.42,0.58,0.27,0.2,0.29,0.14,0.1,4237,1378,0.051,0
81,9,0.4,0.6,0.34,0.19,0.18,0.18,0.11,7072,1596,0.031,0
6,1,0.4,0.6,0.32,0.23,0.17,0.14,0.13,6905,1158,0.098,0
2,0,0.49,0.51,0.18,0.26,0.2,0.2,0.15,7525,4456,0.125,0
0,0,0.37,0.63,0.13,0.61,0.15,0.05,0.07,9152,1228,0.097,0
1,0,0.36,0.64,0.43,0.2,0.14,0.17,0.06,90959,9226,0.095,0
48,13,0.31,0.69,0.42,0.27,0.16,0.1,0.05,3555,1288,0.011,0
2,1,0.43,0.57,0.24,0.25,0.22,0.14,0.15,8092,3149,0.044,0
25,4,0.31,0.69,0.41,0.27,0.19,0.11,0.02,10724,1196,0.012,0
3,1,0.45,0.55,0.18,0.29,0.21,0.18,0.13,6660,1285,0.033,0
4,2,0.46,0.54,0.28,0.11,0.27,0.22,0.12,1950,1753,0.013,0
408,95,0.58,0.42,0.13,0.13,0.25,0.24,0.25,27822,5210,0.039,0
6,1,0.29,0.71,0.44,0.26,0.19,0.07,0.04,5035,1680,0.035,0
7,1,0.45,0.55,0.22,0.15,0.41,0.17,0.06,75655,634,0.045,0
3,1,0.48,0.52,0.18,0.21,0.29,0.15,0.16,3068,1106,0.0,0
2076,589,0.38,0.62,0.13,0.55,0.08,0.14,0.09,99075,7830,0.089,0
29,16,0.33,0.67,0.34,0.28,0.27,0.05,0.07,38843,1008,0.022,1
335,128,0.39,0.61,0.3,0.24,0.28,0.09,0.09,45623,5382,0.038,0
10,1,0.36,0.64,0.36,0.24,0.21,0.13,0.07,11267,2774,0.044,0
12,3,0.35,0.65,0.36,0.24,0.24,0.07,0.1,3303,1209,0.051,0
1,0,0.68,0.32,0.07,0.15,0.12,0.23,0.43,12453,630,0.012,0
4,1,0.44,0.56,0.23,0.26,0.23,0.15,0.13,12684,1506,0.035,0
38,10,0.38,0.62,0.32,0.27,0.26,0.09,0.07,12511,1054,0.035,0
753,135,0.31,0.69,0.44,0.28,0.11,0.07,0.1,11116,2195,0.04,0
6,3,0.56,0.44,0.18,0.15,0.2,0.22,0.25,6908,1341,0.012,0
1,0,0.42,0.58,0.26,0.21,0.34,0.15,0.04,6441,2007,0.029,0
97,35,0.29,0.71,0.49,0.2,0.18,0.06,0.07,4726,2157,0.054,0
18,1,0.74,0.26,0.07,0.05,0.18,0.15,0.55,3878,2114,0.028,0
281,69,0.36,0.64,0.25,0.42,0.17,0.08,0.08,6600,476,0.0,0
245,56,0.37,0.63,0.35,0.27,0.2,0.07,0.12,11927,2006,0.01,0
3,1,0.44,0.56,0.12,0.38,0.19,0.25,0.06,8756,990,0.133,0
37,20,0.44,0.56,0.33,0.2,0.14,0.09,0.24,38844,1864,0.145,0
41,18,0.48,0.52,0.18,0.23,0.24,0.18,0.17,10585,1393,0.031,0
6,1,0.54,0.46,0.19,0.13,0.25,0.23,0.21,208214,1181,0.078,0
1525,258,0.4,0.6,0.28,0.29,0.23,0.1,0.11,6360,1253,0.031,0
1739,350,0.4,0.6,0.24,0.33,0.22,0.11,0.1,460554,5140,0.344,0
222,42,0.3,0.7,0.47,0.23,0.16,0.07,0.07,15678,1538,0.131,0
26,4,0.37,0.63,0.3,0.29,0.22,0.14,0.06,280802,1530,0.043,0
137,55,0.38,0.62,0.36,0.21,0.19,0.13,0.11,40813,4125,0.024,0
18,3,0.22,0.78,0.6,0.19,0.12,0.08,0.01,84565,14601,0.104,0
3,1,0.41,0.59,0.32,0.13,0.29,0.18,0.07,23250,5504,0.164,0
3,1,0.68,0.32,0.12,0.08,0.16,0.18,0.46,1614,548,0.013,0
211,70,0.43,0.57,0.25,0.2,0.31,0.15,0.1,18674,1194,0.042,0
1476,512,0.34,0.66,0.37,0.3,0.18,0.06,0.09,17000,3167,0.009,0
433,97,0.51,0.49,0.15,0.22,0.26,0.19,0.18,42259,1466,0.038,0
1,0,0.4,0.6,0.25,0.3,0.27,0.07,0.11,13420,7352,0.043,0
249,30,0.34,0.66,0.28,0.39,0.17,0.08,0.07,113544,838,0.065,0
2282,718,0.36,0.64,0.31,0.31,0.17,0.15,0.06,307531,1093,0.075,0
18,4,0.5,0.5,0.17,0.29,0.2,0.1,0.25,125221,5124,0.055,0
819,195,0.24,0.76,0.54,0.27,0.13,0.02,0.04,14236,1132,0.01,0
29,3,0.44,0.56,0.26,0.28,0.16,0.1,0.21,6279,3659,0.011,0
12,12,0.39,0.61,0.31,0.15,0.35,0.16,0.03,14467,2074,0.053,0
7,1,0.49,0.5,0.18,0.18,0.31,0.18,0.16,105394,4033,0.046,0
91,26,0.43,0.57,0.26,0.22,0.21,0.24,0.07,26749,2256,0.052,0
2,1,0.32,0.68,0.44,0.16,0.23,0.14,0.04,1397,929,0.0,0
14,2,0.54,0.46,0.18,0.19,0.17,0.19,0.26,13450,1172,0.026,1
13,4,0.38,0.62,0.34,0.26,0.15,0.16,0.09,59740,1724,0.062,1
182,45,0.52,0.48,0.18,0.14,0.32,0.16,0.2,30592,2681,0.033,0
16,9,0.49,0.51,0.23,0.19,0.21,0.18,0.18,116651,2330,0.038,0
76,13,0.29,0.71,0.48,0.19,0.18,0.1,0.05,74812,1206,0.086,0
6,5,0.33,0.67,0.36,0.31,0.21,0.06,0.06,5337,1199,0.011,0
6,1,0.43,0.57,0.28,0.26,0.13,0.17,0.16,19350,3926,0.063,0
303,91,0.37,0.63,0.31,0.32,0.17,0.11,0.09,15557,3380,0.033,0
9,1,0.4,0.6,0.28,0.25,0.23,0.14,0.1,20705,2496,0.059,0
55,4,0.38,0.62,0.38,0.21,0.16,0.12,0.12,9245,1217,0.082,0
7,1,0.5,0.5,0.17,0.2,0.24,0.27,0.13,62581,6150,0.151,0
11,9,0.58,0.42,0.16,0.17,0.14,0.24,0.3,40231,5793,0.129,0
6,1,0.58,0.42,0.15,0.11,0.28,0.21,0.26,14996,3104,0.116,0
4749,1366,0.57,0.43,0.08,0.24,0.18,0.28,0.21,38434,1956,0.057,0
2,0,0.54,0.46,0.18,0.15,0.25,0.18,0.24,1978,2067,0.015,0
6,1,0.53,0.47,0.16,0.2,0.17,0.35,0.12,6350,1163,0.119,0
434,114,0.32,0.68,0.43,0.21,0.23,0.1,0.03,12923,1527,0.009,0
171,68,0.3,0.7,0.4,0.3,0.2,0.09,0.01,41876,1987,0.052,0
6,1,0.46,0.54,0.22,0.25,0.2,0.15,0.19,3154,1271,0.013,0
5,1,0.53,0.47,0.16,0.22,0.2,0.19,0.22,80557,1816,0.081,0
10,2,0.44,0.56,0.26,0.19,0.22,0.2,0.12,32566,2047,0.122,0
6,1,0.43,0.57,0.29,0.19,0.22,0.16,0.14,6145,1689,0.071,0
2054,233,0.4,0.6,0.37,0.22,0.16,0.14,0.12,127423,1674,0.068,0
26,1,0.4,0.6,0.29,0.25,0.21,0.15,0.1,5084,1512,0.033,0
100,18,0.35,0.65,0.38,0.23,0.2,0.17,0.02,50306,1795,0.042,0
1,0,0.54,0.46,0.19,0.2,0.15,0.19,0.27,3128,1382,0.035,0
688,72,0.46,0.54,0.27,0.24,0.12,0.17,0.2,757295,906,0.132,0
0,0,0.45,0.55,0.42,0.11,0.09,0.28,0.1,1856,3048,0.0,0
24,2,0.6,0.4,0.14,0.13,0.27,0.15,0.32,10034,1204,0.03,0
3,0,0.38,0.62,0.33,0.22,0.24,0.15,0.06,4378,3198,0.0,0
2,0,0.52,0.48,0.18,0.19,0.26,0.2,0.18,56585,1317,0.12,0
139,42,0.41,0.59,0.34,0.19,0.22,0.15,0.1,48675,1155,0.043,0
3,1,0.32,0.68,0.46,0.17,0.2,0.12,0.05,4104,2462,0.038,0
23,6,0.37,0.63,0.4,0.18,0.19,0.15,0.08,2158,902,0.013,0
120,33,0.56,0.44,0.18,0.17,0.16,0.2,0.29,8845,6301,0.0,0
948,337,0.51,0.49,0.21,0.19,0.23,0.1,0.27,6589,1763,0.06,0
442,156,0.38,0.62,0.26,0.35,0.25,0.09,0.06,14620,2939,0.022,0
15,6,0.25,0.75,0.5,0.38,0.12,0.0,0.0,1981,688,0.0,0
1,0,0.52,0.48,0.12,0.13,0.4,0.21,0.12,4476,932,0.056,0
17,7,0.39,0.61,0.29,0.28,0.2,0.16,0.07,9346,1143,0.073,0
0,0,0.44,0.56,0.5,0.0,0.1,0.1,0.3,2568,355,0.0,0
76,27,0.43,0.57,0.28,0.24,0.17,0.17,0.14,33953,948,0.121,0
78,39,0.37,0.63,0.35,0.23,0.23,0.11,0.07,44353,3390,0.106,0
7,1,0.39,0.61,0.22,0.35,0.24,0.1,0.08,2784,1663,0.038,0
139,51,0.37,0.63,0.33,0.25,0.2,0.12,0.1,19475,2396,0.084,0
3937,1080,0.21,0.79,0.63,0.21,0.1,0.03,0.02,10098,847,0.01,0
95,7,0.48,0.52,0.14,0.23,0.31,0.23,0.08,73063,824,0.051,0
5,1,0.39,0.61,0.3,0.25,0.25,0.12,0.09,4728,2091,0.036,0
20,2,0.47,0.53,0.26,0.21,0.17,0.17,0.19,63627,1819,0.092,0
2,0,0.46,0.54,0.19,0.26,0.24,0.26,0.05,5191,830,0.024,0
6,0,0.43,0.57,0.3,0.26,0.16,0.12,0.16,3881,1322,0.013,0
4,0,0.4,0.6,0.3,0.21,0.26,0.1,0.12,7234,6257,0.012,0
2983,946,0.32,0.68,0.37,0.29,0.18,0.07,0.1,8728,1476,0.01,0
4,1,0.16,0.84,0.7,0.22,0.05,0.01,0.02,3836,2214,0.0,0
82,33,0.25,0.75,0.53,0.2,0.17,0.08,0.02,4072,1642,0.034,0
2,0,0.46,0.54,0.22,0.19,0.25,0.22,0.12,9309,1227,0.039,0
181,50,0.32,0.68,0.34,0.35,0.18,0.12,0.01,12801,1430,0.02,0
7,0,0.43,0.57,0.3,0.23,0.18,0.18,0.11,18669,936,0.057,0
3,1,0.3,0.7,0.45,0.2,0.29,0.05,0.01,17955,2151,0.057,0
2,0,0.44,0.56,0.28,0.16,0.3,0.16,0.11,11740,844,0.021,0
1348,407,0.45,0.55,0.3,0.17,0.21,0.17,0.16,4612,2323,0.023,0
199,35,0.46,0.54,0.23,0.25,0.22,0.14,0.16,17483,1365,0.058,1
162,62,0.42,0.58,0.21,0.3,0.28,0.14,0.08,15790,3230,0.019,0
583,177,0.27,0.73,0.45,0.33,0.13,0.07,0.02,14384,1845,0.032,0
5,1,0.47,0.53,0.25,0.16,0.27,0.14,0.18,11231,2567,0.048,0
5,1,0.21,0.79,0.65,0.17,0.1,0.06,0.03,3966,1095,0.034,0
22,6,0.31,0.69,0.42,0.25,0.24,0.08,0.02,43809,1874,0.06,0
19,6,0.54,0.46,0.14,0.19,0.19,0.3,0.17,21481,1741,0.158,0
2,1,0.44,0.56,0.23,0.31,0.18,0.14,0.14,6345,1381,0.059,0
9,2,0.44,0.56,0.3,0.19,0.21,0.16,0.15,13684,1491,0.091,0
3,1,0.41,0.59,0.27,0.24,0.19,0.19,0.11,5030,672,0.039,0
2,0,0.62,0.38,0.09,0.13,0.2,0.18,0.4,20328,721,0.022,0
52,13,0.39,0.61,0.34,0.19,0.25,0.12,0.1,9746,646,0.135,0
777,104,0.59,0.41,0.15,0.17,0.19,0.16,0.33,6089,967,0.034,0
24,17,0.25,0.75,0.58,0.25,0.06,0.08,0.03,206975,787,0.03,0
7,6,0.52,0.48,0.14,0.28,0.2,0.16,0.22,1784,1741,0.0,0
30,6,0.44,0.56,0.28,0.25,0.17,0.15,0.16,33905,1314,0.041,0
3,1,0.49,0.51,0.21,0.16,0.27,0.27,0.1,9678,1970,0.105,0
339,76,0.37,0.63,0.3,0.24,0.31,0.1,0.05,282211,1929,0.029,0
369,80,0.44,0.56,0.23,0.32,0.19,0.11,0.15,69918,1130,0.08,0
76,20,0.52,0.48,0.19,0.22,0.18,0.2,0.23,8244,1859,0.037,0
23,3,0.5,0.5,0.23,0.17,0.19,0.24,0.16,82463,1934,0.15,0
153,87,0.33,0.67,0.33,0.32,0.21,0.11,0.04,73412,1313,0.04,0
3200,1127,0.38,0.62,0.33,0.24,0.2,0.14,0.08,100551,802,0.035,0
2051,419,0.38,0.62,0.36,0.24,0.15,0.11,0.14,1301,474,0.0,0
166,45,0.48,0.52,0.18,0.25,0.22,0.2,0.15,164994,7239,0.088,0
298,79,0.36,0.64,0.34,0.25,0.17,0.19,0.05,12727,1639,0.081,0
577,116,0.39,0.61,0.25,0.29,0.24,0.16,0.06,4769,2467,0.04,0
14,1,0.54,0.46,0.08,0.26,0.31,0.15,0.2,4885,1146,0.032,0
10,1,0.36,0.64,0.31,0.29,0.2,0.11,0.08,66895,824,0.03,0
72,23,0.57,0.43,0.16,0.16,0.2,0.18,0.3,27096,879,0.064,0
4,0,0.47,0.53,0.26,0.14,0.25,0.21,0.13,4372,1070,0.059,0
200,13,0.44,0.56,0.24,0.22,0.25,0.21,0.09,1919,1223,0.011,0
466,82,0.33,0.67,0.35,0.3,0.22,0.1,0.04,115508,1407,0.057,0
113,20,0.28,0.72,0.45,0.3,0.13,0.06,0.06,18267,1562,0.068,0
11,2,0.35,0.65,0.37,0.18,0.25,0.15,0.05,3191,1110,0.02,0
4,1,0.42,0.58,0.26,0.24,0.16,0.24,0.09,44385,2475,0.067,0
29,6,0.49,0.51,0.24,0.15,0.22,0.17,0.2,8633,2006,0.033,0
5,1,0.51,0.49,0.18,0.2,0.25,0.18,0.2,2295,1454,0.022,0
2,0,0.56,0.44,0.07,0.25,0.18,0.39,0.11,26777,2029,0.048,0
1,0,0.53,0.47,0.23,0.14,0.12,0.29,0.21,4336,809,0.0,0
1,0,0.58,0.42,0.1,0.12,0.18,0.39,0.21,6056,2964,0.0,0
4,1,0.45,0.55,0.22,0.24,0.25,0.17,0.12,16984,3672,0.061,0
